"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.909798000E0,-1.551731166E-1,7.919001102E-2,-1.103110854E-1,2.061996352E-1
2.919757000E0,-1.419187944E-1,9.394136667E-2,-1.787188308E-1,2.467921090E-1
2.929715000E0,-1.233309343E-1,8.543015957E-2,-2.519414659E-1,2.932291489E-1
2.939674000E0,-9.903516859E-2,7.673827350E-2,-2.688048358E-1,2.965683176E-1
2.949633000E0,-8.801813722E-2,4.810738206E-2,-2.494774492E-1,2.688875422E-1
2.959592000E0,-1.075378972E-1,3.926756144E-2,-2.044962810E-1,2.343609815E-1
2.969551000E0,-2.013680206E-1,4.104862332E-2,-1.640668778E-1,2.629676969E-1
2.979510000E0,-3.288073549E-1,1.012006849E-1,-1.272843830E-1,3.668203503E-1
2.989469000E0,-3.790584724E-1,1.598120052E-1,-1.565684085E-1,4.401577774E-1
2.999428000E0,-3.305385692E-1,1.627332741E-1,-2.263610668E-1,4.324085994E-1
3.009386000E0,-2.430513592E-1,1.514165729E-1,-3.401337039E-1,4.446255484E-1
3.019345000E0,-1.339440693E-1,7.185994148E-2,-3.831389518E-1,4.121896666E-1
3.029304000E0,-3.343613327E-2,2.304270744E-2,-3.178954272E-1,3.204784611E-1
3.039263000E0,-2.178833351E-2,3.637903690E-2,-1.846655953E-1,1.894717601E-1
3.049222000E0,-3.962087944E-2,8.659200132E-2,-4.408318207E-2,1.049348165E-1
3.059181000E0,-5.822028771E-2,8.631308913E-2,7.659852505E-4,1.041159834E-1
3.069140000E0,-6.885111049E-2,8.850404084E-2,-2.072399408E-3,1.121505038E-1
3.079099000E0,-5.041147739E-2,9.077042162E-2,-5.706166193E-2,1.184762413E-1
3.089058000E0,4.894645751E-2,6.806451380E-2,-1.533479083E-1,1.747687464E-1
3.099016000E0,1.694188343E-1,3.350571513E-2,-2.481112473E-1,3.022988015E-1
3.108975000E0,2.341549668E-1,-2.399931192E-2,-3.293270262E-1,4.047972401E-1
3.118934000E0,2.349282610E-1,-8.448700368E-2,-3.398461671E-1,4.216927305E-1
3.128893000E0,1.945948984E-1,-8.002382398E-2,-3.155954249E-1,3.793039139E-1
