"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.244224167E0,4.330111697E-1,-8.389871532E-1,2.610176017E0,2.775683151E0
2.254284167E0,7.454083139E-1,-4.067042542E-1,2.484999409E0,2.626073870E0
2.264344167E0,1.048225307E0,-9.188256204E-2,2.067698246E0,2.320041969E0
2.274404167E0,1.210722207E0,1.276125580E-1,1.239434887E0,1.737334759E0
2.284464167E0,1.415613833E0,3.710262984E-1,2.354375535E-1,1.482246228E0
2.294524167E0,1.486569064E0,5.889958799E-1,-5.300886905E-1,1.684576430E0
2.304584167E0,1.336210837E0,5.910225248E-1,-1.230480461E0,1.910196113E0
2.314644167E0,1.045566651E0,5.114787573E-1,-1.634975052E0,2.006978715E0
2.324703167E0,6.550840348E-1,3.598592860E-1,-1.616047030E0,1.780517285E0
2.334764167E0,2.304092404E-1,1.647774607E-1,-1.471309732E0,1.498329856E0
2.344823167E0,-1.730044931E-1,-9.267369032E-2,-1.605286399E0,1.617239435E0
2.354883167E0,-4.787920909E-1,-3.705023879E-1,-2.089438194E0,2.175377175E0
2.364943167E0,-7.319313589E-1,-6.601559097E-1,-2.509420890E0,2.696056851E0
2.375003167E0,-8.870495117E-1,-9.100699997E-1,-2.739695937E0,3.020102327E0
2.385063167E0,-9.611226243E-1,-9.664506072E-1,-3.043931830E0,3.335161834E0
2.395123167E0,-8.834318393E-1,-9.007319963E-1,-3.333763107E0,3.564512084E0
2.405183167E0,-7.663616650E-1,-7.930321312E-1,-3.449309936E0,3.621318709E0
2.415243167E0,-5.529597822E-1,-7.687743723E-1,-3.593460758E0,3.716145688E0
2.425303167E0,-3.842948002E-1,-8.396098816E-1,-3.816621498E0,3.926732344E0
2.435363167E0,-3.068808809E-1,-7.902114344E-1,-3.826674616E0,3.919444935E0
2.445423167E0,-3.662605253E-1,-6.259216315E-1,-3.476022940E0,3.550867520E0
2.455483167E0,-3.899247918E-1,-7.770101756E-1,-3.299644604E0,3.412248623E0
2.465543167E0,-3.870187256E-1,-8.867062801E-1,-3.236228042E0,3.377751243E0
2.475603167E0,-4.808476795E-1,-6.884424001E-1,-3.134053795E0,3.244604848E0
2.485663167E0,-6.287339960E-1,-4.899709439E-1,-2.836738667E0,2.946602150E0
2.495723167E0,-6.519187908E-1,-4.783057487E-1,-2.591735069E0,2.714933731E0
2.505783167E0,-5.613927828E-1,-5.172353411E-1,-2.514018556E0,2.627352956E0
2.515843167E0,-3.765849540E-1,-3.660789692E-1,-2.435003377E0,2.490998090E0
2.525903167E0,-1.899210727E-1,-2.184589934E-1,-2.274637640E0,2.292982935E0
2.535963167E0,-3.435909798E-2,-1.300596178E-2,-2.106385179E0,2.106705538E0
2.546023167E0,1.187591609E-1,3.027208793E-1,-1.920509210E0,1.947844782E0
2.556083167E0,2.766237326E-1,5.981017488E-1,-1.730686371E0,1.851896786E0
2.566143167E0,3.769499664E-1,8.109509236E-1,-1.434532499E0,1.690448511E0
2.576203167E0,3.739773881E-1,1.088153969E0,-1.132786351E0,1.614665001E0
2.586263167E0,3.731003058E-1,1.215963578E0,-9.598912007E-1,1.593474938E0
2.596323167E0,3.891712318E-1,1.177251502E0,-8.724408281E-1,1.516089821E0
2.606383167E0,4.341654101E-1,1.252961251E0,-8.562487185E-1,1.578471845E0
2.616443167E0,5.217300957E-1,1.381353827E0,-8.117917532E-1,1.685036065E0
2.626503167E0,5.371492765E-1,1.490068184E0,-6.045699388E-1,1.695387080E0
2.636563167E0,5.732188495E-1,1.614129728E0,-3.408763003E-1,1.746479682E0
2.646623167E0,5.748387841E-1,1.666932424E0,-1.938644350E-2,1.763371535E0
2.656683167E0,4.983754393E-1,1.434823691E0,6.472505200E-1,1.651069453E0
2.666743167E0,3.198614073E-1,1.102201320E0,1.442471849E0,1.843335049E0
2.676803167E0,1.839015835E-1,8.764262903E-1,1.857984349E0,2.062534527E0
2.686863542E0,1.743613395E-1,7.999061179E-1,1.842168215E0,2.015895683E0
2.696923542E0,2.438370788E-1,7.715266567E-1,1.662358732E0,1.848822993E0
2.706983542E0,4.542496457E-1,9.343230808E-1,1.457392774E0,1.789775421E0
2.717043542E0,6.424153843E-1,1.264455122E0,1.479951916E0,2.049829739E0
2.727103542E0,6.404836835E-1,1.574507241E0,1.815230092E0,2.486835879E0
2.737163542E0,3.632071093E-1,1.788837515E0,2.314584063E0,2.947737852E0
2.747223542E0,1.668918870E-1,1.864768288E0,2.827098362E0,3.390825684E0
2.757283542E0,1.897578623E-1,1.872014158E0,3.150208483E0,3.669367594E0
2.767343542E0,3.133288980E-1,1.723259822E0,3.355542231E0,3.785163547E0
2.777403542E0,3.789119996E-1,1.353081662E0,3.361186548E0,3.643072783E0
2.787463542E0,2.978790193E-1,8.969734061E-1,3.307188681E0,3.439591571E0
2.797523542E0,1.043737496E-1,4.353401157E-1,3.468383553E0,3.497155897E0
2.807583542E0,-1.733994725E-1,9.942254663E-2,3.816394041E0,3.821624746E0
2.817643542E0,-4.101223902E-1,-1.954782665E-1,3.904224483E0,3.930570053E0
2.827703542E0,-6.483921158E-1,-4.595013955E-1,3.800156908E0,3.882363506E0
2.837763542E0,-8.356179144E-1,-5.574472278E-1,3.638723470E0,3.774826248E0
2.847823542E0,-9.648823109E-1,-5.872955096E-1,3.402846791E0,3.585426079E0
2.857883542E0,-9.525517025E-1,-6.061443016E-1,2.983493840E0,3.189984506E0
2.867943542E0,-9.232765941E-1,-6.261748159E-1,2.548649860E0,2.782112629E0
2.878003542E0,-8.788983469E-1,-6.083332068E-1,2.058025197E0,2.319051381E0
2.888063542E0,-8.019493543E-1,-6.249398839E-1,1.504257038E0,1.815616111E0
2.898123542E0,-7.570773829E-1,-6.031060883E-1,1.032308382E0,1.415119681E0
2.908183542E0,-6.852553752E-1,-5.690405023E-1,5.569584006E-1,1.050516389E0
2.918243542E0,-6.004113259E-1,-5.803349841E-1,3.805777252E-2,8.359012191E-1
2.928303542E0,-5.331130897E-1,-7.669032633E-1,-3.351963151E-1,9.923239145E-1
2.938363542E0,-4.245192584E-1,-9.248032290E-1,-7.535055381E-1,1.266194380E0
2.948423542E0,-3.147711137E-1,-9.779702067E-1,-1.162344611E0,1.551306409E0
2.958483542E0,-2.628951281E-1,-1.115880296E0,-1.585486557E0,1.956545504E0
2.968543542E0,-2.675126743E-1,-1.395427490E0,-1.955321778E0,2.417036236E0
2.978603542E0,-3.272892715E-1,-1.492264983E0,-2.333925483E0,2.789476870E0
2.988663542E0,-3.693405461E-1,-1.467518982E0,-2.723253567E0,3.115466962E0
2.998723542E0,-4.315944625E-1,-1.421193831E0,-3.045547416E0,3.388425113E0
3.008783542E0,-4.986659729E-1,-1.371412976E0,-3.282373683E0,3.592132834E0
3.018843542E0,-5.658330122E-1,-1.428485894E0,-3.301043842E0,3.641102772E0
3.028903542E0,-6.811976268E-1,-1.468130016E0,-3.198752067E0,3.584892012E0
3.038963542E0,-8.167814016E-1,-1.407249976E0,-3.059139268E0,3.464941185E0
3.049023542E0,-8.893408893E-1,-1.455731580E0,-2.916843182E0,3.379061379E0
3.059083542E0,-9.106330866E-1,-1.600670607E0,-2.876300928E0,3.415333957E0
3.069143542E0,-9.333944698E-1,-1.614124466E0,-2.919423559E0,3.464052099E0
3.079203542E0,-9.015546995E-1,-1.528666824E0,-2.816509055E0,3.329015829E0
3.089263542E0,-8.104840965E-1,-1.406248932E0,-2.649307923E0,3.106968459E0
3.099323542E0,-6.726761871E-1,-1.282139441E0,-2.507035811E0,2.895099887E0
3.109383542E0,-6.183101647E-1,-1.073228366E0,-2.162077569E0,2.491727514E0
3.119443542E0,-6.227581416E-1,-8.570053482E-1,-1.803365507E0,2.091509747E0
3.129503542E0,-5.615389632E-1,-6.999234080E-1,-1.689527820E0,1.913040260E0
3.139563542E0,-4.712361726E-1,-4.963771534E-1,-1.565016625E0,1.708136659E0
3.149623542E0,-3.899808519E-1,-3.233790922E-1,-1.454179144E0,1.539901323E0
3.159683542E0,-2.394869696E-1,-5.880135477E-2,-1.284746715E0,1.308199423E0
