"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.260027250E0,-3.267842183E-1,-3.144155445E0,2.483073921E0,4.019721071E0
2.269984250E0,-9.260966331E-1,-2.911778909E-1,1.701058968E0,1.958581412E0
2.279941250E0,-1.211307148E0,3.912253295E0,3.242431645E-1,4.108299463E0
2.289898250E0,-1.549392280E0,6.126061766E0,-4.790502454E-1,6.337092261E0
2.299855250E0,-2.753880697E0,7.403954959E0,-2.088017905E0,8.170815547E0
2.309813250E0,-3.105960263E0,7.684204988E0,-3.685916348E0,9.070830986E0
2.319770250E0,-2.647491486E0,8.207115052E0,-2.770412530E0,9.057656112E0
2.329727250E0,-9.600420588E-1,7.420344704E0,-2.281074401E0,7.822179793E0
2.339684250E0,1.008306439E0,4.829800129E0,-2.703077749E0,5.625858199E0
2.349641250E0,3.003143408E0,1.819033706E0,-2.770379201E0,4.472443948E0
2.359598250E0,3.213213693E0,-1.272237182E-1,-1.599430997E0,3.591532769E0
2.369555250E0,2.911520462E0,-1.622516974E0,-7.453871177E-1,3.415423061E0
2.379512250E0,3.805703284E0,-1.739587587E-1,-8.818092370E-1,3.910399809E0
2.389470250E0,1.389459676E0,-2.596565453E0,1.290932046E0,3.215471333E0
2.399427250E0,-4.901215097E0,-1.380302498E0,6.878071586E0,8.557745799E0
2.409384250E0,-4.271931902E0,6.259265431E0,5.083399134E0,9.125171377E0
2.419341250E0,7.485666874E-1,4.379417174E0,5.887223764E-1,4.481767609E0
2.429298250E0,4.192457716E0,1.726927781E0,-9.286572750E-1,4.628324275E0
2.439255250E0,2.109149158E0,8.794247425E-1,-1.341593345E0,2.649862403E0
2.449212250E0,9.209402660E-1,2.485951336E0,-1.829543053E0,3.221073238E0
2.459169250E0,5.795494106E-1,3.096547415E0,-2.064554783E0,3.766546146E0
2.469127250E0,1.277311103E0,1.651778780E0,-2.239615450E0,3.061988595E0
2.479084250E0,4.070813996E0,-7.730796772E-1,-3.242172906E0,5.261260678E0
2.489041250E0,3.798963491E0,2.541246700E-1,-2.858841434E0,4.761268455E0
2.498998250E0,6.255735759E-1,-2.568371934E0,7.667193684E-1,2.752405362E0
2.508955250E0,-1.107348624E0,-1.310446163E1,9.700793892E0,1.634192577E1
2.518912250E0,-6.123035247E0,-6.723421503E0,7.523592499E0,1.180255911E1
2.528869000E0,-7.074390097E0,2.047711878E0,-2.481660649E-1,7.368969099E0
2.538826000E0,-5.092136629E0,6.119823956E0,-3.280028365E0,8.610498636E0
2.548784000E0,-4.256706337E0,6.754749130E0,-3.352990506E0,8.659603339E0
2.558741000E0,-4.329627548E0,5.843112661E0,-3.280048830E0,7.977866921E0
2.568698000E0,-4.767729011E0,2.433572563E0,-2.681034915E0,5.986774053E0
2.578655000E0,-5.231917242E0,-4.441041564E0,-1.710328412E0,7.072554806E0
2.588612000E0,-6.504637404E0,-1.853202613E1,-2.733504320E0,1.982973388E1
2.598569000E0,-5.473581496E0,-4.818993071E1,-7.338324641E0,4.905181469E1
2.608526000E0,-1.061941194E0,-4.322032599E1,-4.810763934E0,4.350020400E1
2.618483000E0,-5.486117342E0,-1.448542428E-1,2.335003710E0,5.964118423E0
2.628440000E0,-6.595982607E0,7.878682796E0,8.570661592E-1,1.031092583E1
2.638398000E0,-4.375933403E0,1.020574189E0,1.576602298E-1,4.496134069E0
2.648355000E0,-3.705247535E0,-3.044743423E0,-1.167572021E-2,4.795775029E0
2.658312000E0,-3.157817464E0,-1.582227904E0,3.939437293E-1,3.553934150E0
2.668269000E0,-2.237799304E0,-1.467306143E-1,7.395089118E-1,2.361387099E0
2.678226000E0,-1.769470660E0,8.534970188E-1,8.872189347E-1,2.155606879E0
2.688183000E0,-1.422173240E0,1.692358457E0,1.263433614E0,2.546157569E0
2.698140000E0,-1.103287440E0,2.210455678E0,1.810307906E0,3.062771979E0
2.708097000E0,-7.313858137E-1,3.378479689E0,6.343514161E-1,3.514463250E0
2.718055000E0,1.251702491E-1,6.224367494E0,3.194788532E-1,6.233817853E0
2.728012000E0,1.095936175E0,7.735747025E0,2.667268816E-1,7.817544459E0
2.737969000E0,1.010164391E0,6.515244838E0,9.767586637E0,1.178450661E1
2.747926000E0,-2.997282743E-3,7.980697414E0,7.128773881E0,1.070097927E1
2.757883000E0,7.267849320E-1,1.001716919E1,2.411584986E0,1.032897076E1
2.767840000E0,2.436452609E0,8.249554728E0,-7.922591293E-1,8.638236455E0
2.777797000E0,4.581961508E0,5.807510135E0,-1.376805278E0,7.524436059E0
2.787754000E0,4.984498159E0,3.685050960E0,-2.284578491E0,6.606369756E0
2.797711000E0,3.081971184E0,1.383506187E0,-7.940040554E0,8.628840000E0
2.807669000E0,2.017213971E0,8.355273557E-1,-8.023270991E0,8.315054754E0
2.817626000E0,1.946613520E0,3.001481044E0,-1.702389940E0,3.961858675E0
2.827583000E0,2.329144800E0,3.525603821E0,-5.251325905E-1,4.257999769E0
2.837540000E0,2.165787335E0,2.287428424E0,-3.673263265E-1,3.171418012E0
2.847497000E0,1.766033666E0,1.037234076E0,3.814197242E-1,2.083317174E0
2.857454000E0,2.346478871E0,7.557847828E-1,1.057512805E0,2.682444232E0
2.867411000E0,3.234752497E0,9.249909246E-1,1.692463707E0,3.766120726E0
2.877368000E0,3.419927969E0,3.156712925E-1,1.967411481E0,3.958063114E0
2.887325000E0,2.749299696E0,-1.977727139E-1,3.164896688E0,4.196943402E0
2.897283000E0,2.824425308E0,-2.855452681E-1,4.125089021E0,5.007521727E0
2.907240000E0,2.261684888E0,-6.184331024E-1,4.840802250E0,5.378758635E0
2.917197000E0,1.651075068E0,-9.183309460E-1,5.168595990E0,5.503068700E0
2.927154000E0,1.238927933E0,-1.364429646E0,4.938632015E0,5.271308838E0
2.937111000E0,7.968331137E-1,-1.293102971E0,5.445191510E0,5.653067210E0
2.947068000E0,7.945986003E-1,-1.522022048E0,6.027347317E0,6.267124837E0
2.957025000E0,1.324729975E0,-1.783684949E0,5.934472482E0,6.336750362E0
